,,,,,,,,,
nummer_instelling,naam instelling,adres,fusiegemeente,postnummer,Gewoon kleuteronderwijs,Gewoon lager onderwijs,Buitengewoon kleuteronderwijs,Buitengewoon lager onderwijs,Totaal
10371,Gemeentelijke Basisschool,Letterkundestraat 39   ,Antwerpen,2610,184,192,,,376
10397,Gemeentelijke Basisschool,Spoorweglaan 145  ,Antwerpen,2610,174,253,,,427
10405,Vrije Kleuterschool,Kerkhofstraat 1_a  ,Antwerpen,2610,265,,,,265
10413,Vrije Basisschool,Valkenveld 73   ,Antwerpen,2610,238,387,,,625
10421,Vrije Lagere School,Kerkhofstraat 1    ,Antwerpen,2610,,397,,,397
10439,Vrije Basisschool,Heistraat 255  ,Antwerpen,2610,166,267,,,433
10447,Vrije Basisschool - Johannes,Frans Stienletlaan 39   ,Antwerpen,2610,211,295,,,506
10454,Vrije Basisschool Hemiksem,Heiligstraat 6    ,Hemiksem,2620,201,303,,,504
10462,Gemeentelijke Basisschool,Provinciale steenweg 3    ,Hemiksem,2620,104,145,,,249
10471,Gemeentelijke Basisschool,Jan Sanderslaan 154  ,Hemiksem,2620,173,210,,,383
10488,Vrije Basisschool -           Sint-Lutgardisschool,Peperstraat 17   ,Schelle,2627,239,349,,,588
10496,Gemeentelijke Basisschool -   De Klim,Provinciale Steenweg 100  ,Schelle,2627,191,238,,,429
10504,Vrije Basisschool,Zoete Moederstraat 30   ,Kruibeke,9150,112,173,,,285
10538,Vrije Kleuterschool,Carillolei 16   ,Aartselaar,2630,260,,,,260
10546,Vrije Basisschool,Rozenlaan 44   ,Rumst,2840,175,225,,,400
10553,Vrije Basisschool -           De Wingerd,Molenstraat 6    ,Rumst,2840,157,126,,,283
10561,Gemeentelijke Lagere School - Eikenlaar,Processieweg 2    ,Rumst,2840,,191,,,191
10579,Gemeentelijke Basisschool,Veldstraat 1    ,Niel,2845,208,280,,,488
10587,Vrije Basisschool,Kerkstraat 15   ,Niel,2845,174,219,,,393
10595,Vrije Basisschool             Sint- Henricus,Gelaagstraat 161  ,Temse,9140,96,110,,,206
10603,Vrije Basisschool -           De Reuzenboom,Spoorweglaan 25   ,Boom,2850,159,241,,,400
10611,Vrije Basisschool -           De Kade,Bassinstraat 15_A ,Boom,2850,147,254,,,401
10629,Vrije Basisschool -           De Krinkel,Ruisbroek-Dorp 32_B ,Puurs,2870,132,182,,,314
10637,Vrije Basisschool -           Sint-Carolus,Kloosterstraat 1    ,Puurs,2870,79,92,,,171
10645,Vrije Basisschool -           Klavertjevier,Breendonk-Dorp 94   ,Puurs,2870,102,163,,,265
10661,Vrije Basisschool,August Van Landeghemstraat 117  ,Willebroek,2830,98,152,,,250
10686,GO! basisschool 't Venneke Willebroek,Kerkstraat 4    ,Willebroek,2830,177,155,,,332
10702,GO! basisschool De Tovertuin Willebroek,Adrien Dezaegerplein 12_A ,Willebroek,2830,85,122,,,207
10711,GO! basisschool 't Pleintje Willebroek,August Van Landeghemplein 4    ,Willebroek,2830,86,247,,,333
10736,Vrije Basisschool -           Sint-Joris,Mechelsesteenweg 226  ,Willebroek,2830,90,289,,,379
10744,Vrije Basisschool,Kardinaal Cardijnlaan 1_A  ,Willebroek,2830,230,137,,,367
10751,GO! basisschool Himo Willebroek,Louis Mommaertsstraat 10   ,Willebroek,2830,129,160,,,289
10769,Vrije Lagere School -         Twinkelveld,Winkelveld 1    ,Puurs,2870,,170,,,170
10793,Vrije Kleuterschool -         De Regenboog,Coolhemveldstraat 3    ,Puurs,2870,108,,,,108
10801,Vrije Basisschool,Victor Kegelsstraat 1    ,Bornem,2880,164,288,,,452
10819,Vrije Basisschool,Turkenhofdreef 2    ,Puurs,2870,43,72,,,115
10827,Vrije Basisschool,Lippelodorp 48   ,Sint-Amands,2890,29,74,,,103
10835,Vrije Basisschool,Oppuursdorp 41   ,Sint-Amands,2890,91,155,,,246
10851,Vrije Kleuterschool -         Onze-Lieve-Vrouw-Presentatie,Driesstraat 12   ,Bornem,2880,242,,,,242
10868,Vrije Basisschool,Pastoor Peetersstraat 10   ,Bornem,2880,67,86,,,153
10876,Vrije Basisschool -           Sint-Bernardus,Sint-Amandsesteenweg 256  ,Bornem,2880,129,189,,,318
10884,Vrije Lagere School,Hekkestraat 1    ,Sint-Amands,2890,,240,,,240
10892,Vrije Kleuterschool,Hekkestraat 1    ,Sint-Amands,2890,133,,,,133
10901,Vrije Basisschool -           De Kinderplaneet,Jan Hammeneckerstraat 99   ,Bornem,2880,62,88,,,150
10934,Vrije Basisschool,Kaaistraat 1    ,Temse,9140,95,135,,,230
10942,Vrije Lagere School,Hollebeek 6    ,Temse,9140,,401,,,401
10959,Vrije Kleuterschool,Hollebeek 2    ,Temse,9140,249,,,,249
10967,Vrije Basisschool - Sint-     Jozef,Velle 129  ,Temse,9140,167,217,,,384
10975,Vrije Basisschool,Collegestraat 31   ,Sint-Niklaas,9100,180,326,,,506
11007,Vrije Basisschool,Watermolendreef 167  ,Sint-Niklaas,9100,183,285,,,468
11023,Vrije Lagere School-H.Familie,Rich. Van Britsomstraat 1    ,Sint-Niklaas,9100,,333,,,333
11049,Vrije Basisschool - St Carolus-,Lodewijk De Meesterstraat 1    ,Sint-Niklaas,9100,138,214,,,352
11056,Vrije Basisschool - Berkenboom,Ankerstraat 39   ,Sint-Niklaas,9100,126,132,,,258
11064,Vrije Basisschool,Oude Molenstraat 58   ,Sint-Niklaas,9100,116,85,,,201
11081,Vrije Basisschool - Don Bosco A,Tulpenstraat 16   ,Sint-Niklaas,9100,66,162,,,228
11098,Vrije Basisschool,Tereken 33_B ,Sint-Niklaas,9100,162,167,,,329
11114,Gemeentelijke Basisschool -   Polderstadschool,Veerdamlaan 15   ,Antwerpen,2660,192,264,,,456
11131,Gemeentelijke Basisschool -   De Molen,Onderwijzersstraat 13   ,Antwerpen,2660,175,158,,,333
11148,Gemeentelijke Basisschool -   Het Kompas,Montessoristraat 15   ,Antwerpen,2660,228,318,,,546
11155,Gemeentelijke Basisschool -   't Baeckelandje,Jules Baeckelmanslaan 29   ,Antwerpen,2660,199,133,,,332
11163,Vrije Lagere School,Dokter Coenstraat 18   ,Antwerpen,2660,,378,,,378
11171,Vrije Lagere school,Oudestraat 83   ,Antwerpen,2660,,443,,,443
11189,Vrije Basisschool -           De puzzel,Krugerstraat 103  ,Antwerpen,2660,90,129,,,219
11197,Vrije Basisschool -           Don Bosco,Sint-Bernardsesteenweg 665  ,Antwerpen,2660,152,201,,,353
11213,Vrije Kleuterschool,Oudestraat 119  ,Antwerpen,2660,498,,,,498
11221,Vrije Basisschool -           Sint - Martinus,Kloosterstraat 16   ,Zwijndrecht,2070,90,117,,,207
11239,Vrije Basisschool -           Sint-Martinus,Idsteinlaan 14   ,Zwijndrecht,2070,104,115,,,219
11247,Vrije Lagere School - De      Krinkel 2,Schoolstraat 32   ,Zwijndrecht,2070,,273,,,273
11254,Vrije Lagere School -         De Krinkel 1,Schoolstraat 34   ,Zwijndrecht,2070,,229,,,229
11262,Vrije Kleuterschool,Regenbooglaan 20   ,Zwijndrecht,2070,386,,,,386
11271,Vrije Kleuterschool - OLV van Gaverland,Sint-Elisabethstraat 62   ,Beveren,9120,218,,,,218
11288,Vrije Lagere School - VZW,Sint-Elisabethstraat 66   ,Beveren,9120,,375,,,375
11296,Gemeentelijke Basisschool -   De Toren,Schoolstraat 15   ,Beveren,9120,158,312,,,470
11312,Gemeentelijke Basisschool,Bosdamlaan 1    ,Beveren,9120,142,196,,,338
11321,Vrije Basisschool - Sint-Mar- tinus,Leon Labytstraat 41   ,Beveren,9120,116,162,,,278
11338,Vrije Basisschool,Stationsstraat 7    ,Beveren,9120,81,127,,,208
11346,Vrije Basisschool,Pastoor Steenssensstraat 110  ,Beveren,9120,70,126,,,196
11353,Vrije Basisschool,Kallobaan 1_A  ,Beveren,9120,136,206,,,342
11361,Vrije Basisschool,Poerdam 1    ,Beveren,9120,74,97,,,171
11379,Gemeentelijke Basisschool,Edmond Gorrebeeckstraat 14_A ,Kruibeke,9150,118,187,,,305
11387,Vrije Basisschool Onze Lieve  Vrouw,Ambachtstraat 7_b  ,Kruibeke,9150,202,244,,,446
11411,Vrije Basisschool,Turkyen 1    ,Sint-Niklaas,9100,144,258,,,402
11429,Gemeentelijke Basisschool,Gavermolenstraat 83   ,Sint-Niklaas,9111,161,314,,,475
11437,Vrije Kleuterschool - Pieter- nel,Zandstraat 23   ,Sint-Gillis-Waas,9170,124,,,,124
11445,Vrije Basisschool - De Klimop,Kerkstraat 91   ,Sint-Gillis-Waas,9170,148,208,,,356
11452,Vrije Basisschool,Eeckbergstraat 10   ,Sint-Gillis-Waas,9170,100,162,,,262
11461,Gemeentelijke Lagere School,Zandstraat 16   ,Sint-Gillis-Waas,9170,,219,,,219
11478,Gemeentelijke Basisschool -   Reynaerdijn,Stationsstraat 18   ,Stekene,9190,183,190,,,373
11486,Vrije Basisschool,Hulststraat 42   ,Sint-Gillis-Waas,9170,131,171,,,302
11494,Vrije Basisschool - De Zonne- pit,Cauwenstraat 9    ,Beveren,9120,118,165,,,283
11502,Gemeentelijke Basisschool,Willem Van Doornyckstraat 69   ,Beveren,9120,117,177,,,294
11511,Vrije Basisschool - De Verre- kijker,Sint-Laurentiusstraat 17   ,Beveren,9130,56,112,,,168
11528,Gemeentelijke Basisschool -   De droomwolk,Molenstraat 58   ,Beveren,9130,281,346,,,627
11536,Vrije Basisschool,Kreek 1_F  ,Beveren,9130,69,103,,,172
11551,Vrije Basisschool -           Lagere Oefenschool -          Berthoutinstituut -           Klein Seminarie,Bleekstraat 3    ,Mechelen,2800,88,190,,,278
11569,Vrije Basisschool -           Don Bosco,Molenbergstraat 6    ,Mechelen,2800,62,97,,,159
11585,Vrije Basisschool,Grote Nieuwedijkstraat 58   ,Mechelen,2800,141,149,,,290
11601,Vrije Basisschool,Lange Ridderstraat 42   ,Mechelen,2800,126,156,,,282
11619,Vrije Basisschool - De Ark,Wolverbosstraat 25   ,Mechelen,2800,95,145,,,240
11635,Vrije Basisschool -           Sint-Jozef Coloma,Colomalaan 3    ,Mechelen,2800,191,283,,,474
11643,Vrije Basisschool - Ursulinen,Hoogstraat 35   ,Mechelen,2800,166,237,,,403
11651,Vrije Lagere School -         Sint-Romboutscollege,Veemarkt 56   ,Mechelen,2800,,281,,,281
11676,Vrije Basisschool -           Scheppers,Melaan 16   ,Mechelen,2800,187,283,,,470
11692,Vrije Basisschool -           School met de Bijbel -        De WEGwijzer,Lakenmakersstraat 158  ,Mechelen,2800,75,99,,,174
11726,GO! basisschool Maurits Sabbe Mechelen,Ieperleestraat 19   ,Mechelen,2800,213,173,,,386
11742,GO! basisschool Victor Van De Walle Mechelen,Brusselsesteenweg 168  ,Mechelen,2800,130,211,,,341
11759,GO! basisschool De Baan Mechelen,Oude Antwerpsebaan 92   ,Mechelen,2800,119,146,,,265
11767,GO! basisschool De Puzzel Mechelen,Leuvensesteenweg 41   ,Mechelen,2800,126,127,,,253
11775,GO! basisschool De Spreeuwen Mechelen,Battelsesteenweg 259  ,Mechelen,2800,240,304,,,544
11783,GO! basisschool Go Shil! Mechelen,Louizastraat 3    ,Mechelen,2800,348,339,,,687
11809,Gemeentelijke Lagere School,Schommen 1    ,Bonheiden,2820,,272,,,272
11817,Gemeentelijke Kleuterschool - 't Kranske,Dorp 112  ,Bonheiden,2820,175,,,,175
11825,Vrije Basisschool -           Sinte-Maria,Zwarte Leeuwstraat 18   ,Bonheiden,2820,116,169,,,285
11833,Vrije Basisschool -           VZW Parochieschool Peulis,Peulisstraat 18   ,Putte,2580,75,121,,,196
11841,Vrije Basisschool,Kloosterstraat 14   ,Bonheiden,2820,133,169,,,302
11858,Gemeentelijke Basisschool,Verhaegenlaan 7    ,Haacht,3150,98,259,,,357
11866,Vrije Basisschool,Werchtersesteenweg 38   ,Haacht,3150,144,247,,,391
11874,Gemeentelijke Basisschool,Kempenlaan 16   ,Keerbergen,3140,126,251,,,377
11882,Vrije Basisschool,Kempenlaan 29   ,Keerbergen,3140,143,305,,,448
11891,Vrije Basisschool - WAVO,Leemstraat 20   ,Sint-Katelijne-Waver,2861,190,320,,,510
11908,Vrije Basisschool -           Hagelstein,Berlaarbaan 229  ,Sint-Katelijne-Waver,2860,81,140,,,221
11916,Vrije Basisschool,Meester van der Borghtstraat 148  ,Putte,2580,116,135,,,251
11924,Vrije Basisschool,Waverlei 22   ,Putte,2580,139,194,,,333
11932,Vrije Basisschool -           Maria Middelares,Bergstraatje 10   ,Putte,2580,126,183,,,309
11941,Vrije Basisschool,Leuvensebaan 25   ,Heist-op-den-Berg,2223,138,208,,,346
11957,Gemeentelijke Basisschool -   Centrumschool,Stationsstraat 58   ,Londerzeel,1840,144,209,,,353
11965,Gemeentelijke Basisschool,Kouterbaan 17   ,Londerzeel,1840,88,114,,,202
11973,Vrije Basisschool,Topmolen 77   ,Londerzeel,1840,94,148,,,242
11981,Vrije Lagere School - Virgo   Sapiens,Heldenplein 3    ,Londerzeel,1840,,348,,,348
11999,Gemeentelijke Lagere School,J. Van Doorslaerstraat 47   ,Londerzeel,1840,,155,,,155
12005,Vrije Kleuterschool -         De Huffeltjes,Schoolstraat 2    ,Londerzeel,1840,112,,,,112
12013,Vrije Basisschool,Kloosterstraat 21   ,Londerzeel,1840,79,101,,,180
12021,Vrije Basisschool - De Pepel,Mechelseweg 96   ,Kapelle-op-den-Bos,1880,127,269,,,396
12039,Gemeentelijke Basisschool,Oudstrijdersstraat 28   ,Kapelle-op-den-Bos,1880,106,201,,,307
12047,GO! basisschool De Esdoornschool Hombeek,Bankstraat 29   ,Mechelen,2811,194,286,,,480
12054,GO! basisschool De Spiegel Leest,Ten Moortele 3    ,Mechelen,2811,73,88,,,161
12062,Vrije Basisschool,Dorpstraat 10   ,Mechelen,2811,89,143,,,232
12071,Gemeentelijke Basisschool -   De Pimpernel,Spiltstraat 274  ,Zemst,1980,94,115,,,209
12088,Vrije Basisschool - Tuimeling,Brusselsesteenweg 23   ,Zemst,1980,139,225,,,364
12104,Vrije Basisschool,de Tilbourgstraat 16   ,Zemst,1981,123,150,,,273
12112,Gemeentelijke Basisschool -   De Regenboog,Molenveld 36   ,Zemst,1982,166,204,,,370
12121,Vrije Basisschool -           Sint-Lambertus,Leuvensesteenweg 641  ,Mechelen,2812,168,238,,,406
12138,Vrije Basisschool - Kringeling,Ravesteinstraat 2    ,Boortmeerbeek,3191,81,139,,,220
12146,Vrije Basisschool,Hanswijkstraat 20   ,Boortmeerbeek,3190,100,129,,,229
12153,Gemeentelijke Basisschool,Beringstraat 107  ,Boortmeerbeek,3190,150,247,,,397
12161,Vrije Kleuterschool,Nieuwstraat 1    ,Haacht,3150,105,,,,105
12179,Vrije Basisschool - Haacht    Station,Neysetterstraat 3    ,Haacht,3150,97,157,,,254
12187,Vrije Basisschool,Kruineikestraat 5    ,Haacht,3150,100,146,,,246
12195,Vrije Basisschool,Janseniusstraat 2    ,Leuven,3000,175,286,,,461
12211,Vrije Basisschool,Mechelsevest 2    ,Leuven,3000,128,126,,,254
12229,Vrije Kleuterschool,Sint-Jacobsplein 13   ,Leuven,3000,162,,,,162
12237,Vrije Lagere School,Oude Markt 28   ,Leuven,3000,,214,,,214
12278,Gemeentelijke Basisschool -   Toverveld,Overstraat 60   ,Herent,3020,169,239,,,408
12286,Vrije Basisschool,Pastoor De Clerckstraat 1    ,Herent,3020,95,141,,,236
12311,Vrije Basisschool,Albert Woutersstraat 15_1 ,Leuven,3012,128,149,,,277
12328,Vrije Basisschool - Putkapel,Bosstraat 32   ,Leuven,3012,128,191,,,319
12351,Gemeentelijke Basisschool,Leo Dartelaan 11   ,Leuven,3001,111,170,,,281
12369,Vrije Lagere School - De Ark,Martelarenlaan 313  ,Leuven,3010,,511,,,511
12377,Vrije Basisschool -           Sint-Lambertus,Waversebaan 95   ,Leuven,3001,106,154,,,260
12385,Vrije Basisschool,Egenhovenweg 43   ,Leuven,3001,199,71,,,270
12393,Vrije Lagere School,Naamsesteenweg 355  ,Leuven,3001,,645,,,645
12401,Vrije Basisschool,Groenveldstraat 46   ,Leuven,3001,138,197,,,335
12427,Gemeentelijke Basisschool,Dorpsstraat 81   ,Oud-Heverlee,3050,72,99,,,171
12435,Vrije Basisschool -           Sint-Pietersschool,Kloosterstraat 2    ,Bierbeek,3360,162,247,,,409
12451,Gemeentelijke Basisschool -   't Klavertje Bierbeek,Schoolstraat 37   ,Bierbeek,3360,153,233,,,386
12468,Vrije Basisschool,Bergstraat 18   ,Bierbeek,3360,95,163,,,258
12476,Gemeentelijke Basisschool,Armand Verheydenstraat 19   ,Oud-Heverlee,3053,115,189,,,304
12484,Gemeentelijke Basisschool,Bierbeekstraat 4    ,Oud-Heverlee,3052,111,195,,,306
12492,Vrije Basisschool,Pastoor Tilemansstraat 4    ,Oud-Heverlee,3051,79,127,,,206
12501,Gemeentelijke Basisschool - De Letterboom,Wilgenpad 1    ,Huldenberg,3040,225,336,,,561
12518,Gemeentelijke Basisschool,Elzasstraat 19   ,Huldenberg,3040,163,225,,,388
12526,Gemeentelijke Basisschool - 'tZonneveld,A.E. Verbiststraat 6    ,Bertem,3060,89,98,,,187
12534,Vrije Basisschool,Egenhovenstraat 24_A ,Bertem,3060,170,251,,,421
12542,Gemeentelijke Basisschool,Dorpstraat 540  ,Bertem,3061,153,253,,,406
12559,Gemeentelijke Basisschool -   De Regenboog,Kloosterstraat 10   ,Kortenberg,3070,240,378,,,618
12567,Gemeentelijke Basisschool - DeKlimop,Kwerpsebaan 249  ,Kortenberg,3071,97,160,,,257
12575,Vrije Basisschool,Engerstraat 10   ,Kortenberg,3071,156,212,,,368
12583,Vrije Basisschool,Burggrachtstraat 1_a  ,Zaventem,1930,87,88,,,175
12591,Gemeentelijke Basisschool,Annonciadenstraat 1    ,Kortenberg,3078,103,151,,,254
12609,Gemeentelijke Basisschool -   De Boemerang,Alfons Dewitstraat 7    ,Kortenberg,3078,79,142,,,221
12617,Vrije Basisschool,Van Frachenlaan 25   ,Steenokkerzeel,1820,102,175,,,277
12625,Gemeentelijke Basisschool -   Piramide & Tilia,Mulslaan 2    ,Steenokkerzeel,1820,154,328,,,482
12633,Vrije Basisschool,Brouwerijstraat 2    ,Kampenhout,1910,131,211,,,342
12641,Gemeentelijke Basisschool,Gemeentewegel 2    ,Kampenhout,1910,98,155,,,253
12658,Vrije Kleuterschool -         't Okkerzeeltje,Bogaertstraat 4    ,Kampenhout,1910,44,,,,44
12666,Vrije Basisschool -           Heilig-Hartcollege,Biekorfstraat 8    ,Heist-op-den-Berg,2220,122,160,,,282
12674,Vrije Basisschool,Kerkhofstraat 1    ,Heist-op-den-Berg,2220,162,199,,,361
12682,Vrije Basisschool,Pastoor Mellaertsstraat 32   ,Heist-op-den-Berg,2220,130,165,,,295
12691,Vrije Basisschool,L. Carréstraat 16_c ,Heist-op-den-Berg,2220,87,131,,,218
12708,Gemeentelijke Basisschool -   't Centrum,Kapelstraat 45   ,Rotselaar,3110,147,240,,,387
12716,Gemeentelijke Basisschool,Schoolstraat 44   ,Rotselaar,3110,121,184,,,305
12724,Gemeentelijke Basisschool,Steenweg op Nieuwrode 43   ,Rotselaar,3111,105,148,,,253
12732,Vrije Kleuterschool,Aarschotsesteenweg 172  ,Rotselaar,3111,128,,,,128
12757,Vrije Basisschool,Pastoriestraat 48   ,Haacht,3150,94,138,,,232
12765,Vrije Basisschool Tremelo -   Een school om van te dromen,Astridstraat 4    ,Tremelo,3120,139,196,,,335
12773,Vrije Basisschool,Baalsebaan 330  ,Tremelo,3128,195,253,,,448
12781,Gemeentelijke Basisschool,De Bruynlaan 19   ,Begijnendijk,3130,145,229,,,374
12799,Vrije Basisschool,Schoolstraat 26   ,Herselt,2230,121,169,,,290
12807,Vrije Basisschool,Langestraat 11   ,Hulshout,2235,86,130,,,216
12815,Vrije Basisschool,Ter Laken 7    ,Heist-op-den-Berg,2221,108,166,,,274
12823,Gemeentelijke Basisschool -   De Hei,Schrieksesteenweg 30   ,Heist-op-den-Berg,2221,89,120,,,209
12831,Vrije Basisschool -           De Schatkist,Mgr. Raeymaekersstraat 13   ,Hulshout,2235,161,119,,,280
12849,Gemeentelijke Basisschool,Strepestraat 21   ,Hulshout,2235,85,261,,,346
12856,Vrije Basisschool -           De Graankorrel,Blaubergsesteenweg 172  ,Herselt,2230,64,95,,,159
12864,Vrije Basisschool -           Bergom,Hoge Dreef 7    ,Herselt,2230,104,158,,,262
12872,Vrije Basisschool -           Ter Veste,Maria Gorettistraat 4    ,Herselt,2230,122,135,,,257
12881,Vrije Basisschool -           Oosterwijk,Emiel Stalmanslaan 2    ,Westerlo,2260,65,121,,,186
12898,Vrije Basisschool -           Het Rietje,de Merodedreef 110  ,Westerlo,2260,90,150,,,240
12906,Vrije Basisschool -           De Springplank,Jaak Lemmenslaan 12   ,Westerlo,2260,116,169,,,285
12914,Vrije Basisschool -           't Grafiekje,Abdijstraat 3    ,Westerlo,2260,189,285,,,474
12922,Gemeentelijke Basisschool -   Voortkapel,Stijn Streuvelsstraat 11   ,Westerlo,2260,97,142,,,239
12948,Gemeentelijke Basisschool -   Oevel,Gemeentestraat 9    ,Westerlo,2260,136,173,,,309
12955,Gemeentelijke Basisschool -   Heultje,Schoolstraat 1    ,Westerlo,2260,156,188,,,344
12971,Vrije Kleuterschool,Jozef Pierrestraat 104  ,Leuven,3010,269,,,,269
12989,Vrije Basisschool - Vlierbeek,Abdij Vlierbeek 1    ,Leuven,3010,241,391,,,632
12997,Vrije Basisschool - Boven-Lo,Heidebergstraat 275  ,Leuven,3010,123,130,,,253
13003,Vrije Lagere School - Blauwput,Patroonschapstraat 5    ,Leuven,3010,,321,,,321
13037,Vrije Basisschool,Klein Langeveld 30   ,Holsbeek,3220,98,148,,,246
13052,Vrije Basisschool,Wolvendreef 1    ,Lubbeek,3210,100,161,,,261
13061,Vrije Basisschool,Tiensesteenweg 4    ,Tielt-Winge,3390,95,150,,,245
13078,Vrije Basisschool,Rillaarseweg 23   ,Tielt-Winge,3390,175,222,,,397
13086,Vrije Basisschool             Sint Martinus,Dorpsstraat 18   ,Lubbeek,3210,124,229,,,353
13094,Vrije Basisschool,Haldertstraat 13   ,Tielt-Winge,3390,67,83,,,150
13102,Vrije Basisschool -           Sint-Jozefscollege,Bekaflaan 65   ,Aarschot,3200,193,416,,,609
13111,Vrije Basisschool,Kard. Mercierstraat 10   ,Aarschot,3200,100,175,,,275
13128,Vrije Basisschool,Kerkstraat 27   ,Aarschot,3200,105,135,,,240
13151,Vrije Basisschool - P.Dergent,Pastoor Dergentstraat 109  ,Aarschot,3200,81,107,,,188
13169,Vrije Basisschool,Pastoor Pitetlaan 26   ,Begijnendijk,3130,110,158,,,268
13177,Gemeentelijke Basisschool,Prof.Scharpélaan 47   ,Begijnendijk,3130,137,181,,,318
13185,Vrije Basisschool,Veerlestraat 7    ,Aarschot,3201,50,93,,,143
13193,Vrije Basisschool,Hombergstraat 1    ,Aarschot,3201,142,237,,,379
13227,Vrije Basisschool,Minnestraat 9    ,Bekkevoort,3460,43,75,,,118
13235,Gemeentelijke Basisschool,Staatsbaan 181  ,Bekkevoort,3460,104,145,,,249
13243,Vrije Basisschool,Oude Diestsestraat 4    ,Kortenaken,3473,86,102,,,188
13251,Vrije Basisschool,Houwaartstraat 305  ,Scherpenheuvel-Zichem,3270,105,145,,,250
13268,Vrije Basisschool,Rozenkranslaan 4_b  ,Scherpenheuvel-Zichem,3270,165,227,,,392
13276,Vrije Basisschool,Brabantsebaan 46   ,Scherpenheuvel-Zichem,3271,58,48,,,106
13292,Vrije Basisschool -           De vlindertuin,Herseltsebaan 1    ,Scherpenheuvel-Zichem,3271,102,127,,,229
13318,Vrije Basisschool,Hulst 16   ,Scherpenheuvel-Zichem,3272,42,72,,,114
13326,Gemeentelijke Basisschool,Teekbroek 22   ,Scherpenheuvel-Zichem,3272,298,346,,,644
13334,Vrije Basisschool,Demerstraat 12   ,Diest,3290,198,272,,,470
13367,Vrije Kleuterschool -         De notelaar,Diestersteenweg 241  ,Diest,3293,28,,,,28
13383,Gemeentelijke Basisschool,Vroentestraat 22   ,Diest,3290,187,356,,,543
13391,Vrije Basisschool,Kerkstraat 11   ,Diest,3290,122,157,,,279
13409,Vrije Basisschool,Alexianenweg 25   ,Tienen,3300,182,259,,,441
13417,Vrije Basisschool -           Sint-Jozef,Waaibergstraat 5    ,Tienen,3300,216,366,,,582
